X1,X2,X3,X4,X5,X6,X7,X8,Y
No,Cold,5.16,4.91,6.11,96.51,84.93,87.88,95.42
No,Hot,4.76,4.72,21.51,99.88,56.68,55.62,102.13
Yes,Hot,5.06,5.3,6.32,95.11,60.43,61.88,107.09
No,Hot,2.07,2.12,4.46,99.76,34.21,37.13,103.72
No,NA,5.96,6.19,4.93,86.5,81.63,84.22,93.94
NA,Neutral,6.61,6.79,5.62,83.64,10.2,11.22,106.65
Yes,Hot,6.78,6.47,27.81,99.84,31.68,31.77,111.31
No,Neutral,3.67,3.52,1.1,99.4,8.64,8.39,109.68
Yes,Hot,4.35,4.46,5.67,84.71,NA,51.21,91
Yes,Neutral,5.11,5.18,21.46,96.54,97.99,96.53,114.22
Yes,Neutral,6.53,6.68,17.69,74.84,78.07,78.34,111.09
Yes,Neutral,6.12,6.26,2.23,64.66,46.2,49.46,113.72
Yes,Neutral,4.29,4.29,7.88,97.19,74.21,76.51,115.62
Yes,NA,NA,NA,8.44,89.25,98.68,94.38,100.08
NA,Hot,5.6,5.42,36.2,99.75,NA,3.62,93.84
No,Hot,4.55,4.41,11.86,85.21,66.1,65.33,94.99
Yes,NA,4.56,4.36,15.31,91.74,11.94,12.18,114.28
Yes,Neutral,6.12,6.18,14.55,99.29,97.08,NA,120.73
No,NA,3.33,3.4,1.65,93.14,5.93,2.59,99.93
Yes,Neutral,4.91,4.79,25.13,98.79,66.93,70.83,111.39
No,Cold,1.29,1.32,7.56,97.86,15.15,17.3,104.56
No,Neutral,5.69,NA,1.75,95.13,77.43,79.87,110.33
No,Cold,3.99,3.83,11.75,91.99,6.78,5.59,110.2
No,Neutral,5,5.01,33.92,95.07,13.92,13.37,106.79
Yes,Hot,NA,5.35,5.58,98.55,41.91,41.75,101.07
No,Hot,5.15,5.13,5.52,90.94,2.53,1.2,98.69
Yes,Neutral,3.17,3.09,25.9,NA,37.56,36.92,114.86
Yes,Neutral,5.48,5.4,14.13,99.99,34.21,NA,119.78
No,Cold,1,0.99,7.7,90.36,52.36,54.69,98.46
Yes,Neutral,7.55,7.86,1.02,96.27,22.38,25.04,114.38
Yes,Neutral,3.71,3.59,34.17,86.65,92,NA,117.82
No,Hot,4.59,4.42,6.12,81.93,42.45,39.37,91.72
Yes,Neutral,4.48,4.47,10.39,75.71,48.93,43.96,101.69
Yes,Cold,5.95,6.06,22.3,95.26,23.5,26.13,110.68
Yes,Neutral,4.75,4.53,1.68,85.02,57.69,56.53,111.14
No,Neutral,7,7.16,2.14,93.97,36.74,34.77,100.38
No,Neutral,5.85,6.1,5.01,99.4,97.58,95.46,107.06
Yes,Neutral,5.87,5.71,17.14,92.58,26.71,26.15,111.81
Yes,Neutral,4.33,4.54,17.29,85.37,42.64,44.27,117.57
Yes,Cold,3.59,3.56,17.87,79.33,55.74,52.7,97.05
Yes,Cold,8.88,9.23,NA,67.67,37.61,33.34,118.95
No,Neutral,5.74,5.59,12.02,95.92,66.57,63.9,109.1
Yes,Neutral,3.11,3.2,4.09,98.85,73.81,72.47,109.23
No,Neutral,4.43,4.4,5.38,88.21,72.51,76.64,106.86
No,Hot,3.89,3.88,2.49,86.18,73.31,70.83,96.9
Yes,Neutral,6.68,6.71,18.4,87.53,32.52,37.51,113.03
No,Hot,7.56,7.74,10.1,91.96,16.93,17.6,104.87
Yes,Hot,4.02,4.13,7.03,95.51,91.49,92.6,105.77
Yes,Cold,7.21,6.93,NA,89.24,37.54,38.98,109.19
Yes,Hot,3.9,3.89,13.28,75.78,34.36,NA,99.75
No,NA,5.56,5.5,28.34,98.73,79.32,77.63,95.94
No,Neutral,5.08,5.09,2.44,89.24,51.43,56.05,113.38
Yes,Cold,8.04,8.14,5.6,94.24,23.92,28.46,115.58
No,Neutral,4.31,4.34,7.32,NA,14.64,11.44,108.29
No,Cold,3.59,3.42,10.49,84.11,97.96,NA,104.97
Yes,Neutral,1.83,1.8,13.72,93.78,52.73,55.16,104.34
No,Hot,2.41,2.49,13.47,81.03,NA,37.48,91.82
NA,Hot,5.37,NA,6.35,98.28,51.96,50.09,96.65
No,Neutral,8.31,8.38,9.32,91.39,35.45,31.76,108.71
Yes,Neutral,1.03,1.07,21.73,97.38,88.46,87.75,111.15
Yes,Hot,7.19,7.54,7.14,96.29,66.18,63.69,94.84
No,Neutral,5.73,6.01,1.81,99.3,NA,NA,104.53
Yes,Neutral,4.52,4.54,7.8,79.57,64.91,64.98,108.05
No,Cold,4.7,4.59,NA,99.08,67.53,71.89,114.12
No,Neutral,4.34,4.32,21.64,97.33,14.21,19.14,110.6
No,Neutral,7.23,6.9,8.17,97.26,18.84,21.42,124.1
No,Cold,2.5,2.48,15.63,91.89,NA,37.82,105.66
NA,Neutral,NA,5.64,9.4,92.01,66.89,65.14,107.17
Yes,Neutral,5.6,5.85,3.96,97.81,2.59,1,106.55
No,Neutral,2.87,NA,21.05,90.01,36.88,39.63,101.06
No,Neutral,7.11,7.08,10.15,88.45,86.53,84.64,100.76
No,Neutral,6.31,6.48,3.41,94.7,20.12,22.2,114.97
Yes,Hot,4.11,4.18,10.51,87.54,91.64,95.02,97.25
Yes,Neutral,4.97,5.12,20.56,NA,15.91,NA,108.25
Yes,Cold,NA,1.02,20.69,89.94,77.07,NA,114.06
No,Neutral,7.58,7.33,15.43,95.3,63.2,NA,102.64
No,Cold,NA,3.32,4.94,99.63,41.41,41.65,103.3
Yes,Hot,5.6,5.44,38.87,89.54,65.97,66.37,102.42
Yes,Cold,2.39,2.33,5,97.33,49.29,54.1,106.98
No,Cold,4.02,4.09,1.84,97.47,21.26,24.36,107.16
No,Neutral,5.47,NA,33.68,NA,80.56,80.16,104.06
Yes,Neutral,3.45,3.38,9.71,76.75,56.33,52,106.87
No,Neutral,5.02,5.1,26.99,91.12,37.59,40.39,113.65
No,Neutral,5.68,5.6,NA,90.5,66.4,69.57,103.79
Yes,Neutral,3.14,3.1,23.4,95.45,54.11,54.81,103.99
Yes,Neutral,3.08,3.22,9.57,89.34,90.38,88.28,98.03
No,Neutral,NA,5.39,20.91,95.21,18.1,20.58,112.29
No,Neutral,8.38,8.79,2.29,96.72,80.67,85.45,103.11
No,Neutral,3.43,3.37,2.17,66.75,97.87,93.77,101.16
No,Neutral,2.06,1.97,23.86,93.47,39.23,40.62,112.12
No,Neutral,4.55,4.6,16.25,93.16,83.15,85.79,105.97
Yes,Neutral,5.98,6.14,38.58,91.5,77.97,73.05,109.24
No,Neutral,4.77,NA,2.08,83.77,45.19,44.14,96.53
No,Neutral,4.26,4.11,6.08,99.25,19.69,17.07,113.7
No,Neutral,5.93,5.97,4.29,41.89,19.54,19.68,101.03
No,Cold,6.57,6.84,3.43,91.81,92.62,92.69,101.13
No,Cold,2.8,2.78,9.3,83.04,82.84,82.72,103.8
Yes,Neutral,3.42,3.48,22.71,91.12,37.55,37.57,110.57
Yes,Neutral,1,0.98,10.17,83.43,89.15,85.62,115.74
No,Neutral,5.16,5.29,2.18,96.22,NA,96.99,103.55
Yes,NA,NA,5.11,1.15,93.96,68.37,72.16,111.55
No,Neutral,1.78,1.85,8.13,93.71,27.38,26.42,97.77
Yes,Hot,5.11,4.95,4.81,89.85,20.3,16.75,98.02
Yes,Neutral,6.05,5.88,15.19,NA,94.59,96.48,117.09
No,Hot,4.81,4.66,15.11,89.8,27.32,NA,91.25
No,Neutral,5.87,5.85,2.59,72.98,9.42,11.37,97.43
No,Neutral,4.19,4.15,27.07,97.29,93.06,90.37,99.7
Yes,Neutral,7.01,6.78,6.95,67.76,76.38,74.02,106.28
Yes,Hot,4.58,4.36,20.46,NA,5.81,5.57,100.24
No,Neutral,4.79,5,10.37,94.88,90.53,88.82,102.12
Yes,Neutral,3.03,2.97,4.71,84.36,60.74,61.96,105.67
Yes,Cold,5.95,6.21,17.89,84.17,63.56,65.52,112.93
Yes,Cold,4.57,4.78,17.74,86.43,30.34,34.44,117.57
Yes,Neutral,3.65,3.78,12.85,77.33,45.22,43.47,107.78
No,Neutral,5.12,4.88,2.82,76.21,94.09,95.66,104.67
Yes,Hot,3.98,3.97,5.44,77.49,22.62,26.28,99.41
Yes,Hot,6.01,6.21,20.78,88.02,31.65,28.68,94.13
No,Neutral,5.32,5.32,14.48,88.46,3.18,3.64,107.23
No,Hot,6.56,NA,39.74,97.71,82.57,86.54,95.14
Yes,Hot,6.32,6.3,2.93,97.81,19.61,23.66,104.5
No,Hot,5.07,5.28,20.09,87.97,54.05,54.57,93.92
Yes,Neutral,7.15,7.34,2.49,55.38,86.04,83.14,107.55
NA,Neutral,4.29,4.32,6.23,85.68,38.79,37.62,103.63
Yes,Neutral,5.23,5.18,34.91,90.92,55.65,53.5,117.76
Yes,Neutral,4.26,4.19,19.05,NA,36.52,33.08,114.11
Yes,Neutral,1,1.01,17.15,70.44,10.07,14.69,103.15
Yes,Neutral,4.17,4.11,12,77.55,29.61,32.16,104.77
Yes,Cold,7.21,7.15,2.21,86.97,9.19,8.36,114.74
Yes,Hot,4.7,4.67,8.68,82.41,87.13,91.89,105.77
No,Neutral,1,0.96,6.29,98.7,23.8,28.59,109.63
Yes,Neutral,3.72,3.7,27.03,72.28,82.41,81.85,108.32
No,Cold,4.7,NA,2.32,97.35,58.45,57.32,113.48
No,Neutral,6.01,5.73,14.83,96.76,73.6,72.25,105.04
No,Neutral,7.05,7.35,58.28,95.13,39.94,43.22,111.39
Yes,Neutral,6.19,6.43,15.1,94.87,87.89,86.21,118.35
Yes,Hot,6.83,6.51,7.92,98.15,83.57,88.01,100.8
No,Neutral,3.91,3.73,28.9,NA,39.12,43.49,103.46
No,Cold,3.87,3.73,5.6,88.17,72.08,67.76,99.52
No,Neutral,NA,4.51,21.51,87.88,2.2,2.87,114
Yes,NA,2.21,2.13,2.87,88.42,NA,7.2,95.88
No,Neutral,6.06,6.3,16.14,66.55,43.96,43.71,116.19
Yes,Neutral,3.21,3.07,15.29,82.95,11.79,12.13,109.48
NA,Cold,4.32,4.32,8.92,89.64,39.74,42.93,107.43
No,Neutral,7.51,7.75,3.75,84.67,96.21,99.72,111.05
Yes,Neutral,6,6.06,4.35,89.69,17.5,NA,112.25
No,Cold,6.22,NA,3.96,77.08,61.37,60.37,99.91
No,Neutral,1,1.03,26.22,81.58,20.31,19.42,107.03
Yes,Cold,7.5,7.84,4.77,90.52,84.49,88.03,102.9
No,Neutral,2.48,2.49,16.01,98.07,66.84,66.81,108.22
No,Neutral,7.4,7.2,10.38,90.83,32.77,32.45,104.62
No,Neutral,5.58,5.73,7.71,91.94,46.51,42.79,101.61
NA,Hot,3.59,3.75,4.15,75.94,24.96,28.85,103.89
No,Cold,6.62,6.45,13.72,99.19,20.26,19.56,109.84
No,Cold,9.34,9.09,28.85,79.46,57.22,58.11,109.89
Yes,Neutral,6.79,6.99,6.37,93.04,47.87,44.84,115.47
No,Neutral,5.43,5.49,5.32,96.65,1.86,4.21,108.4
Yes,Hot,NA,2.78,9.26,80.79,45.41,43.49,96.01
Yes,Neutral,7.49,7.65,25.37,92.65,62.95,58.3,116.64
Yes,Neutral,5.41,5.38,1.82,91.6,NA,84.02,110.56
Yes,Neutral,4.61,4.73,17.91,37.99,20.86,25.09,110.32
No,Neutral,NA,2.25,19.34,95.51,65.71,64.52,106
No,Neutral,5.89,5.97,2.47,NA,NA,87.83,99.43
No,Neutral,7.12,7.13,18.82,95.64,67.38,67.43,115.3
No,Neutral,4.5,4.59,7.1,88.49,68.29,68.24,95.41
No,NA,4.23,4.04,1.54,99.76,53.25,57.13,108.7
No,Hot,4.55,4.76,23.03,NA,85.23,83.14,97.8
Yes,Hot,4.21,4.33,1.52,99.16,58.96,63.5,100.44
No,Cold,1.86,1.91,21.59,95.48,25.38,30.32,115.26
No,Neutral,2.52,2.54,4.67,97.06,14.84,19.15,100.81
No,NA,4.83,4.64,4.44,88.28,NA,56.13,101.53
Yes,NA,5.9,5.84,10.05,38.5,19.5,16.2,115.31
Yes,NA,9.24,9.57,12.01,83.83,85.7,85.6,118.69
No,NA,4.14,4.24,8.82,98.98,57.56,57.85,96.36
No,Cold,6.44,6.27,3.65,88.81,59.68,60.55,105.29
Yes,Cold,3.99,4.17,1.99,99.07,47.99,44.88,108.52
No,Neutral,3.24,3.14,2.79,NA,94.48,94.28,108.21
Yes,Neutral,1.95,1.86,5.72,99.66,4.38,1.2,108.81
Yes,Hot,4.81,4.6,35.92,91.47,84.55,NA,101.94
No,NA,4.34,4.5,19.69,87.61,33.37,29.82,104.47
No,Neutral,NA,4.68,4.03,61.8,19.46,24.02,103.71
No,Cold,3.26,3.17,18.63,91.93,8.49,3.68,109.1
Yes,Cold,5.66,NA,10.75,84.27,40.44,43.94,109.69
Yes,Neutral,4.34,4.46,19.89,90.84,66.37,66.95,111.72
No,Neutral,3.58,3.47,12.7,98.91,79.53,80.44,107.39
Yes,Cold,3.89,3.86,6.83,81.37,81.48,84.61,105.1
Yes,Cold,3.41,3.44,40.57,76.39,85.69,87.86,109.56
Yes,Cold,2.8,2.92,NA,74.69,17.37,18.96,105.62
No,Neutral,3.35,3.45,9.36,88.29,72.31,76.61,101.93
Yes,Cold,6.74,6.8,13.47,55.11,98.45,99.21,114.25
No,Neutral,3.9,3.99,9.15,74.79,60.75,63.44,106.41
NA,Neutral,5.06,4.87,9.06,94.18,50.47,47.14,115.73
No,Neutral,6.99,7.24,2.54,96.85,16.6,15.88,105.42
Yes,Hot,5.42,5.5,24.48,96.91,15.02,10.43,100.52
Yes,Hot,5.01,4.82,8.84,99.74,99.87,100,104.73
No,Neutral,5.67,5.56,1.12,75.63,NA,NA,103.76
No,Cold,6.32,6.34,3.6,53.96,14.51,19,101.99
No,Neutral,6.81,6.7,1.61,NA,46.7,44.74,99.4
Yes,Cold,4.37,4.28,1.01,96.5,68.64,70.96,101.87
No,Neutral,3.25,3.19,20.1,89.47,NA,80.97,102.69
Yes,Cold,4.79,4.9,22.66,91.99,10.81,10.83,112.28
No,Hot,5,4.81,11.16,98.85,52.96,50.15,104.46
Yes,Cold,3.19,3.11,40.34,89.74,4.31,7.6,107.36
Yes,NA,4.14,4.32,2.82,99.61,5.5,1,111.5
Yes,NA,3.05,3.04,3.17,96.54,88.35,88.65,99.99
Yes,Neutral,1,1,5.68,80.77,3.23,3.11,104.4
No,Neutral,3.88,3.91,3.35,91.62,9.44,4.87,103.48
Yes,NA,5.54,5.27,6.38,81.89,56.02,60.44,111.97
No,Neutral,2.62,2.53,6.35,95.55,15.27,14.86,99.62
Yes,Neutral,7.09,7.36,23.63,91.69,66.63,65.03,111.55
No,Hot,5.78,5.59,7.27,86.85,13.19,13.07,102.17
No,Neutral,5.05,4.99,2.55,99.53,18.06,23.01,98.59
Yes,Neutral,5.82,6.1,2.92,93.06,41.57,37.97,112.72
Yes,Neutral,4.5,4.67,17.58,98.34,16.11,11.59,107.04
No,Neutral,4.68,4.53,9.56,86.95,68.34,72.47,106.59
Yes,Neutral,5.62,5.81,1.46,99.17,84.41,NA,109.02
No,Neutral,7.2,7.12,6.11,83.7,48.98,45.6,112.07
No,Cold,5.91,NA,4.39,86.84,84.75,85.46,102.49
Yes,Neutral,4.74,4.97,7.42,86.37,37.84,38.55,113.95
Yes,Neutral,9.71,9.65,6.12,84.91,6.92,5.74,111.49
No,Neutral,5.22,NA,30.18,96.97,87.48,91.83,114.92
No,Cold,NA,6.28,2.9,74.17,54.87,58.03,112.44
No,Neutral,1.57,1.57,5.62,55.37,13.69,12.69,102.43
Yes,Neutral,7.59,7.33,20.45,88.02,46.91,49.73,114.25
Yes,Cold,6.59,NA,12.91,85.92,40.06,42.27,108.2
Yes,Neutral,2.57,2.49,3.12,NA,17.79,20.46,106.72
Yes,Neutral,5.39,5.42,8.87,80.63,18.47,NA,111.17
No,Neutral,5.46,5.24,1.95,85.55,84.23,87.36,109.88
No,Cold,3.32,3.34,8.21,98,4.09,1.88,100.45
No,Neutral,7.43,7.35,16.49,78.93,79.96,80.46,106.85
No,Neutral,NA,6.67,7.27,97.41,25.7,29.07,111.82
No,Neutral,4.94,4.84,5.49,92.68,93.8,97.12,108.83
Yes,Neutral,5.83,5.97,15.55,93.1,32.7,29.89,114.67
No,Neutral,6.53,6.28,5.33,90.39,58.75,62.93,102.4
Yes,Neutral,3.87,3.99,15.2,82.84,62.71,57.99,114.65
Yes,Neutral,6.29,6.23,2.95,98.89,69.04,72.13,103.46
No,Neutral,5.92,NA,15.85,97.79,88.51,87.01,106.22
Yes,NA,2.35,2.43,7.85,71.73,10.67,NA,114.83
Yes,Neutral,3.06,3.13,5.15,90.33,54.85,54.93,110.03
No,Neutral,4.28,4.47,10.3,62.31,21.88,21.66,100.77
Yes,Neutral,6.86,7.19,19.51,76.38,38.77,34.8,112.98
Yes,Neutral,5.7,5.98,17.4,93.4,92.33,95.64,118.99
No,Neutral,NA,3.23,16.49,NA,53.13,52.53,99.26
Yes,Cold,6.2,6.19,NA,34.64,90.6,90.76,109.57
No,Neutral,3.6,3.65,10.59,59.03,65.6,64.86,105.51
No,Cold,5.69,5.5,27.69,83.24,52.54,47.86,103.91
No,Neutral,4.9,4.83,10.28,79.65,97.77,96.81,113.88
Yes,Neutral,3.7,3.76,34.54,84.73,17.94,16.48,113.63
Yes,Neutral,6.66,6.53,2.7,98.45,5.17,1.01,114.66
Yes,Neutral,7.19,7.13,10.37,70.93,NA,16.35,117.61
No,Cold,2.6,2.67,34.21,95.96,74.45,70.16,108.17
Yes,Hot,5.92,5.86,3.63,59.1,20.86,25.18,95.55
No,Neutral,6.91,6.61,3.83,99.79,80.12,75.36,110.32
No,Neutral,4.75,4.8,13.04,98.63,36.65,32.14,110.06
No,Neutral,1,1,4.28,86.31,15.67,13.19,91.68
No,Neutral,7.88,7.98,3.96,87.36,NA,24.72,110.08
Yes,Neutral,4.9,4.86,3.02,96.54,16.44,19.66,102.28
Yes,Cold,2.84,2.82,15.74,97.77,15.62,12.39,99.32
NA,Hot,5.6,5.86,24.78,98.47,94.62,96.52,111.96
Yes,Neutral,NA,NA,9.89,95.23,46.07,NA,112.71
No,Hot,4.96,5.02,12.47,99.33,80.07,82.78,96.86
No,Neutral,8.27,8.53,10.51,43.41,76.46,75.8,109.39
Yes,Hot,5.43,5.25,2.32,90.17,27.28,23.46,99.56
No,Neutral,2.77,2.76,3.68,NA,11.35,6.92,101.21
No,Hot,2.79,2.82,1.38,96.26,46.95,46.96,97.39
Yes,Neutral,5.14,5,22.35,90.3,86.55,85.66,115.27
No,Cold,5.35,5.38,14.38,99.83,30.66,32.29,101.1
Yes,Cold,6.65,6.37,11.77,93.88,53.61,56.28,114.6
Yes,Neutral,5.54,5.68,16.73,72.19,91.55,91.6,110.19
Yes,Cold,6.03,6.07,9.9,83.35,7.16,2.21,117.26
Yes,Hot,5.89,6.14,1.79,98.7,55.47,55.35,100.88
Yes,Neutral,4.38,4.55,1.98,88.02,20.99,NA,99.93
No,Cold,2.94,3.03,2.2,52.2,NA,19.73,103.83
No,Cold,4.11,3.95,10.38,97.1,8.27,11.12,104.51
Yes,Neutral,6.49,6.6,2.08,72.4,NA,30.16,117.92
Yes,Neutral,6.74,7.06,27.08,93.05,6.36,10.58,113.66
No,Cold,2.53,2.4,23.5,95.03,74.28,77.82,104.62
No,Neutral,5.59,5.51,10.1,87.17,8.03,5.78,109.29
No,Cold,1.08,1.04,5.62,75.79,28.52,27.89,97.16
Yes,Neutral,1.88,1.92,51.24,96.49,32.53,35.29,107.06
No,Neutral,9.15,8.76,1.34,41.31,29.63,27.49,111.76
Yes,Neutral,1,1.02,3.07,84.96,92.11,88.11,105.99
Yes,NA,5.35,5.38,6.93,72.04,89.51,87.48,121.7
No,Neutral,7.04,7.34,26.89,99.68,19.02,16.2,107.99
No,Neutral,2.25,2.36,27.84,56.49,25.3,23.69,94.13
No,Neutral,5.36,5.35,1.88,93.45,79,NA,98.06
No,Cold,7.5,7.87,16.69,73.69,55.12,51.29,103.21
No,Cold,2.92,2.98,3.73,94.84,43.52,42,108.26
Yes,Neutral,1.95,1.91,18,96.01,35.06,30.54,100.64
No,Cold,3.73,3.66,14.75,99.34,69.78,69.89,105.57
Yes,Neutral,4.53,4.72,25.51,92.82,66.97,69.78,115.7
No,Neutral,6.57,NA,13.99,83.85,98.1,100,106.99
No,Neutral,4.92,4.77,2.21,99.41,66.03,64.52,110.14
Yes,Hot,6.41,6.22,1.25,92.5,52.39,53.56,96.99
Yes,Neutral,3.66,3.65,1.69,99.39,10.35,13.7,114.33
Yes,Neutral,3.17,3.22,14.6,93.28,37.59,NA,113.64
No,Neutral,6.29,6.24,1.35,94.04,34.04,33.44,111.2
Yes,Neutral,NA,2.86,12.13,80.32,53.48,51.11,103.85
Yes,Neutral,3.38,3.48,2.41,93.28,25.33,27.77,107.11
No,Cold,5.08,5.05,7.27,90.83,49.61,47.29,104.16
Yes,Neutral,5.07,4.93,12.39,98.15,52.73,51.66,116.33
Yes,Neutral,3.77,3.88,15.19,83.78,34.27,34.92,116.83
Yes,Hot,4.09,4.01,8.44,98.88,88.47,88,101.14
No,Neutral,8.28,8.01,11.04,68.22,56.47,60.96,111.44
No,Neutral,3.97,4.02,5.19,95.91,NA,36.05,97.64
No,Cold,1,NA,38.8,71.71,45.1,48.61,102.57
No,Neutral,4.75,NA,3.88,81.16,33.28,29.03,98.74
Yes,Neutral,2.26,2.23,25.09,97.11,98.52,96.98,109.03
No,Neutral,6.35,6.42,7.62,99.85,52.83,50.01,105.61
Yes,Neutral,6.74,6.91,11.56,49.15,28.89,29.67,105.17
Yes,Neutral,4.35,4.31,13.69,NA,14.26,NA,112.64
No,Neutral,8.21,8.35,23.17,78.75,93.15,89.88,108.34
No,Neutral,5.48,5.43,15.07,94.06,88.9,86.93,107.88
No,NA,5.06,4.92,8.61,49.25,NA,89.88,104.13
Yes,Cold,4.85,5.03,37.16,99.82,9.77,13.78,103.52
No,Cold,4.03,NA,5.01,70.73,63.11,59.32,98.21
Yes,Neutral,6.7,6.95,12.87,89.94,29.75,31,107.83
No,Neutral,5.12,4.88,7.41,94.79,98,100,106.58
No,Neutral,2.64,2.62,15.94,99,68.99,72.91,107.77
NA,Neutral,5.75,5.63,31.24,69.71,55.97,NA,113.87
Yes,Neutral,3.21,3.06,1.9,NA,95.82,99.88,108.55
No,Cold,6.08,6.24,14.65,63.19,61.29,62.88,108.46
No,Neutral,6.85,6.67,4.13,96.23,26.14,21.81,107.99
No,Neutral,7.34,7.57,19.3,75.69,20.4,23.94,105.36
No,Neutral,NA,1.54,38.08,99.92,58.11,NA,103.27
Yes,Neutral,4.75,NA,1.56,91.91,31.79,34.68,116.28
Yes,Cold,6.44,6.6,5.48,91.5,65.7,68.02,109.18
Yes,Neutral,2.36,2.31,6.69,93.92,25.55,20.62,104.97
No,Hot,NA,6.2,1.51,95.2,45.69,41.36,98.96
No,Neutral,6.86,6.59,22.12,99.66,16.2,17.9,121.23
NA,Neutral,2.91,2.87,7.8,98.12,90.8,93.77,106.2
No,Neutral,5.76,5.84,22.64,95.95,6.05,6.39,106.18
Yes,Neutral,3.33,3.29,25.41,83.51,52.51,57.2,108.91
Yes,Neutral,4.43,4.33,5.69,79.3,45.13,46.48,105
No,Hot,8.27,8.64,2.54,95.61,81.02,76.21,109.73
Yes,Neutral,5.21,5.09,40.89,95.66,NA,8.5,114.64
Yes,Neutral,5.53,5.6,9.53,77.79,21.67,24.09,109.06
Yes,NA,1.34,1.31,NA,77.91,1.9,2.37,103.78
No,Neutral,3.97,3.86,14.1,94.13,37.54,41.03,107.57
Yes,NA,6.48,6.41,12.86,78.78,51,52.57,109.74
No,Hot,5.26,5.33,1.42,69.78,11.83,13.47,94.37
Yes,Neutral,4.48,4.28,23.87,80.62,16.53,21.34,102.36
Yes,Cold,1.66,1.71,22.8,62.89,11.1,9.41,105.48
Yes,Neutral,2.44,2.44,7.31,86.94,NA,8.98,111.84
No,Neutral,NA,4.47,34.79,87,5.2,5.73,96.44
No,Neutral,6.74,6.86,6.41,84.79,45.68,42.26,113.49
No,Neutral,NA,NA,40.23,99.14,54.96,57.37,116.68
Yes,Neutral,3.76,3.58,1.4,73.98,96.24,96.14,97.08
Yes,Neutral,6.14,NA,6.94,74.96,55.77,54.53,111.02
No,Cold,3.9,3.95,2.21,96.68,64.47,65.65,101.83
No,Neutral,4.35,4.44,NA,91.45,34.42,36.76,96.86
No,Cold,5.48,5.64,11.15,87.87,38.53,39.81,107.12
Yes,Neutral,3.93,3.98,30.98,97.86,49.25,45.92,111.4
Yes,Neutral,1.16,1.19,9.34,95.16,16.68,NA,110.78
Yes,Neutral,5.74,5.5,NA,97.58,81.7,83.32,117.99
No,Cold,6.93,7.25,NA,NA,38.4,35.21,103.56
No,Neutral,3.11,3.24,2.16,75.92,57.01,NA,95.6
Yes,Neutral,4.73,4.82,12.63,99.34,80.43,81.13,114.55
Yes,Neutral,4.99,4.76,10.39,97.8,NA,78.56,113.48
No,Neutral,4.68,4.79,3.82,NA,30.49,34.57,112.1
Yes,Neutral,6.39,6.24,9.83,97.17,97.65,94.71,104.22
Yes,Neutral,7.3,7.16,8.03,80.82,32.65,36.72,117.84
No,Neutral,5.72,5.6,4.21,84.8,66.63,64.98,103.83
No,Neutral,6.33,6.35,7.02,86.15,44.45,47.83,109.51
No,Neutral,NA,3.68,40.15,88.6,70.39,71.1,100.64
Yes,Neutral,NA,6.7,8.54,90.51,27.44,27.3,123.71
No,Neutral,6.94,6.65,10.66,96.17,72.45,68.51,106.85
Yes,Neutral,2.62,2.61,3.61,89.94,87.22,84.31,103.76
No,Neutral,7.04,6.79,NA,96.83,20.8,23.59,113.94
No,Cold,4.19,4.18,2.6,94.54,24.2,NA,103.92
No,Neutral,NA,NA,13.69,89.21,11.89,14.59,111.48
Yes,NA,6.02,NA,3.5,89.34,70.48,74.53,101.67
Yes,Neutral,6.83,7.06,2.85,NA,25.93,24.3,120.69
NA,Neutral,4.85,4.69,2.07,87.83,59.38,62.72,104.78
No,Cold,NA,3.62,6,94.98,43.65,42.98,107.43
Yes,Neutral,3.45,3.44,2.54,88.58,54.46,50.26,122.34
Yes,Neutral,6.34,6.17,25.2,81.23,80.69,81.2,107.05
Yes,Neutral,5.15,5.21,5.79,95.27,2.45,6.62,121.88
No,Neutral,8.52,8.67,19.26,93.8,92.08,NA,105.67
Yes,Hot,5.11,5.18,6.32,87.12,65.52,69.27,95.66
Yes,Hot,4.55,4.35,1.85,81.97,86.86,86.01,101.11
Yes,Cold,5.89,6.13,30.88,92.55,15.67,11.57,108.94
Yes,Neutral,2.17,2.21,NA,65.59,36.69,36.18,109.46
No,Neutral,9.1,8.87,3.74,81.17,74.51,69.72,104.33
No,NA,5.18,5.17,7.76,NA,62.06,59.56,105.76
No,Neutral,4.21,4.02,8.44,70.13,NA,16.07,99.09
Yes,Hot,6.4,6.19,9.35,92.83,77.94,74.11,101.35
Yes,Neutral,3.49,3.34,21.29,66.79,57.31,54.7,102.46
No,Neutral,7.01,7.28,15.03,93.86,99.25,96.86,110.4
No,NA,1.86,1.79,7.98,96.91,19.17,21.1,91.6
Yes,Cold,2.86,2.88,7.83,98.96,44.73,40.52,110.51
No,Neutral,6.21,6.52,9.91,94.65,81.03,77.21,109.64
Yes,NA,6.05,5.84,4.57,98.57,66.66,69.78,112.11
No,Hot,1.55,1.62,NA,93.74,33.3,30.58,94.22
No,Neutral,4.97,4.96,3.59,83.17,NA,56.37,99.16
Yes,Neutral,6.18,6.05,3.44,99.47,64.04,59.8,107.73
Yes,Hot,3.43,3.39,11.75,93.94,60.76,57.42,106.35
No,Neutral,5.23,5.45,3.6,94.69,75.2,79.21,105.4
No,Neutral,6.75,6.58,10.15,95.39,43.12,47.99,104.85
No,Neutral,6.98,6.86,3.42,NA,53.39,51.1,104.55
